T,2015-05-24 04:52:17,56.646790000,23.726074000,9.0,141,,
T,2015-05-24 04:52:18,56.646771000,23.726004000,9.0,141,,
T,2015-05-24 04:52:19,56.646744000,23.725954000,9.0,141,,
T,2015-05-24 04:52:20,56.646707000,23.725928000,9.0,141,,
T,2015-05-24 04:52:21,56.646662000,23.725926000,9.0,141,,
T,2015-05-24 04:52:22,56.646612000,23.725940000,9.0,141,,
T,2015-05-24 04:52:23,56.646562000,23.725964000,9.0,143,,
T,2015-05-24 04:52:24,56.646513000,23.726001000,9.0,144,,
T,2015-05-24 04:52:25,56.646462000,23.726041000,9.0,144,,
T,2015-05-24 04:52:26,56.646409000,23.726082000,9.0,144,,
T,2015-05-24 04:52:27,56.646354000,23.726126000,9.0,146,,
T,2015-05-24 04:52:28,56.646294000,23.726174000,9.0,147,,
T,2015-05-24 04:52:29,56.646230000,23.726225000,9.0,149,,
T,2015-05-24 04:52:30,56.646163000,23.726277000,9.0,151,,
T,2015-05-24 04:52:31,56.646092000,23.726331000,9.0,153,,
T,2015-05-24 04:52:32,56.646021000,23.726387000,9.0,154,,
T,2015-05-24 04:52:33,56.645952000,23.726441000,9.0,154,,
T,2015-05-24 04:52:34,56.645885000,23.726495000,9.0,154,,
T,2015-05-24 04:52:35,56.645821000,23.726550000,9.0,155,,
T,2015-05-24 04:52:36,56.645756000,23.726604000,9.0,158,,
T,2015-05-24 04:52:37,56.645687000,23.726657000,9.0,160,,
T,2015-05-24 04:52:38,56.645621000,23.726710000,9.0,162,,
T,2015-05-24 04:52:39,56.645556000,23.726760000,9.0,163,,
T,2015-05-24 04:52:40,56.645492000,23.726809000,9.0,164,,
T,2015-05-24 04:52:41,56.645430000,23.726857000,9.0,165,,
T,2015-05-24 04:52:42,56.645371000,23.726900000,9.0,165,,
T,2015-05-24 04:52:43,56.645314000,23.726941000,9.0,165,,
T,2015-05-24 04:52:44,56.645256000,23.726982000,9.0,164,,
T,2015-05-24 04:52:45,56.645198000,23.727025000,9.0,164,,
T,2015-05-24 04:52:46,56.645138000,23.727071000,9.0,164,,
T,2015-05-24 04:52:47,56.645077000,23.727118000,9.0,164,,
T,2015-05-24 04:52:48,56.645019000,23.727166000,9.0,163,,
T,2015-05-24 04:52:49,56.644964000,23.727208000,9.0,162,,
T,2015-05-24 04:52:50,56.644908000,23.727250000,9.0,160,,
T,2015-05-24 04:52:51,56.644852000,23.727290000,9.0,159,,
T,2015-05-24 04:52:52,56.644790000,23.727333000,9.0,158,,
T,2015-05-24 04:52:53,56.644728000,23.727378000,9.0,158,,
T,2015-05-24 04:52:54,56.644665000,23.727423000,9.0,158,,
T,2015-05-24 04:52:55,56.644598000,23.727476000,9.0,158,,
T,2015-05-24 04:52:56,56.644531000,23.727528000,9.0,159,,
T,2015-05-24 04:52:57,56.644464000,23.727578000,9.0,159,,
T,2015-05-24 04:52:58,56.644399000,23.727623000,9.0,160,,
T,2015-05-24 04:52:59,56.644334000,23.727669000,9.0,160,,
T,2015-05-24 04:53:00,56.644269000,23.727718000,9.0,161,,
T,2015-05-24 04:53:01,56.644205000,23.727768000,9.0,161,,
T,2015-05-24 04:53:02,56.644143000,23.727817000,9.0,162,,
T,2015-05-24 04:53:03,56.644081000,23.727864000,9.0,162,,
T,2015-05-24 04:53:04,56.644018000,23.727911000,9.0,162,,
T,2015-05-24 04:53:05,56.643955000,23.727958000,9.0,163,,
T,2015-05-24 04:53:06,56.643891000,23.728006000,9.0,163,,
T,2015-05-24 04:53:07,56.643827000,23.728052000,9.0,163,,
T,2015-05-24 04:53:08,56.643761000,23.728097000,9.0,164,,
T,2015-05-24 04:53:09,56.643695000,23.728141000,9.0,163,,
T,2015-05-24 04:53:10,56.643629000,23.728184000,9.0,164,,
T,2015-05-24 04:53:11,56.643561000,23.728226000,9.0,163,,
T,2015-05-24 04:53:12,56.643495000,23.728266000,9.0,164,,
T,2015-05-24 04:53:13,56.643427000,23.728302000,9.0,164,,
T,2015-05-24 04:53:14,56.643360000,23.728333000,9.0,163,,
T,2015-05-24 04:53:15,56.643293000,23.728362000,9.0,163,,
T,2015-05-24 04:53:16,56.643226000,23.728388000,9.0,163,,
T,2015-05-24 04:53:17,56.643157000,23.728412000,9.0,163,,
T,2015-05-24 04:53:18,56.643088000,23.728437000,9.0,163,,
T,2015-05-24 04:53:19,56.643018000,23.728456000,9.0,163,,
T,2015-05-24 04:53:20,56.642949000,23.728476000,9.0,163,,
T,2015-05-24 04:53:21,56.642879000,23.728494000,9.0,163,,
T,2015-05-24 04:53:22,56.642810000,23.728509000,9.0,162,,
T,2015-05-24 04:53:23,56.642741000,23.728523000,9.0,162,,
T,2015-05-24 04:53:24,56.642671000,23.728535000,9.0,162,,
T,2015-05-24 04:53:25,56.642602000,23.728551000,9.0,162,,
T,2015-05-24 04:53:26,56.642533000,23.728565000,9.0,162,,
T,2015-05-24 04:53:27,56.642465000,23.728576000,9.0,162,,
T,2015-05-24 04:53:28,56.642398000,23.728585000,9.0,162,,
T,2015-05-24 04:53:29,56.642331000,23.728595000,9.0,163,,
T,2015-05-24 04:53:30,56.642265000,23.728607000,9.0,162,,
T,2015-05-24 04:53:31,56.642198000,23.728623000,9.0,162,,
T,2015-05-24 04:53:32,56.642130000,23.728642000,9.0,162,,
T,2015-05-24 04:53:33,56.642064000,23.728656000,9.0,162,,
T,2015-05-24 04:53:34,56.641999000,23.728668000,9.0,163,,
T,2015-05-24 04:53:35,56.641935000,23.728680000,9.0,162,,
T,2015-05-24 04:53:36,56.641871000,23.728693000,9.0,163,,
T,2015-05-24 04:53:37,56.641809000,23.728705000,9.0,163,,
T,2015-05-24 04:53:38,56.641749000,23.728715000,9.0,164,,
T,2015-05-24 04:53:39,56.641688000,23.728723000,9.0,164,,
T,2015-05-24 04:53:40,56.641627000,23.728732000,9.0,162,,
T,2015-05-24 04:53:41,56.641567000,23.728738000,9.0,162,,
T,2015-05-24 04:53:42,56.641509000,23.728739000,9.0,163,,
T,2015-05-24 04:53:43,56.641451000,23.728730000,9.0,163,,
T,2015-05-24 04:53:44,56.641393000,23.728705000,9.0,163,,
T,2015-05-24 04:53:45,56.641338000,23.728653000,9.0,163,,
T,2015-05-24 04:53:46,56.641292000,23.728582000,9.0,163,,
T,2015-05-24 04:53:47,56.641246000,23.728508000,9.0,164,,
T,2015-05-24 04:53:48,56.641198000,23.728446000,9.0,164,,
T,2015-05-24 04:53:49,56.641144000,23.728397000,9.0,164,,
T,2015-05-24 04:53:50,56.641089000,23.728360000,9.0,164,,
T,2015-05-24 04:53:51,56.641033000,23.728332000,9.0,164,,
T,2015-05-24 04:53:52,56.640978000,23.728308000,9.0,165,,
T,2015-05-24 04:53:53,56.640924000,23.728287000,9.0,164,,
T,2015-05-24 04:53:54,56.640872000,23.728269000,9.0,164,,
T,2015-05-24 04:53:56,56.640774000,23.728274000,9.0,163,,
T,2015-05-24 04:53:57,56.640727000,23.728298000,9.0,163,,
T,2015-05-24 04:53:59,56.640651000,23.728385000,9.2,163,,
T,2015-05-24 04:54:01,56.640596000,23.728521000,10.0,163,,
T,2015-05-24 04:54:03,56.640558000,23.728681000,10.0,162,,
T,2015-05-24 04:54:05,56.640507000,23.728834000,10.0,162,,
T,2015-05-24 04:54:07,56.640427000,23.728931000,10.0,163,,
T,2015-05-24 04:54:08,56.640382000,23.728955000,10.0,163,,
T,2015-05-24 04:54:09,56.640335000,23.728970000,10.5,164,,
T,2015-05-24 04:54:10,56.640288000,23.728978000,12.0,164,,
T,2015-05-24 04:54:11,56.640241000,23.728984000,12.0,164,,
T,2015-05-24 04:54:12,56.640196000,23.728989000,12.0,165,,
T,2015-05-24 04:54:13,56.640150000,23.728992000,12.0,165,,
T,2015-05-24 04:54:14,56.640103000,23.728992000,12.0,165,,
T,2015-05-24 04:54:15,56.640057000,23.728991000,12.0,165,,
T,2015-05-24 04:54:16,56.640010000,23.728990000,12.0,164,,
T,2015-05-24 04:54:17,56.639964000,23.728988000,12.0,165,,
T,2015-05-24 04:54:18,56.639919000,23.728987000,12.0,166,,
T,2015-05-24 04:54:19,56.639873000,23.728987000,12.5,166,,
T,2015-05-24 04:54:20,56.639827000,23.728985000,14.0,165,,
T,2015-05-24 04:54:21,56.639780000,23.728983000,14.0,165,,
T,2015-05-24 04:54:22,56.639733000,23.728981000,14.0,165,,
T,2015-05-24 04:54:23,56.639685000,23.728979000,14.0,165,,
T,2015-05-24 04:54:24,56.639638000,23.728978000,14.5,165,,
T,2015-05-24 04:54:25,56.639591000,23.728977000,16.0,165,,
T,2015-05-24 04:54:26,56.639544000,23.728976000,16.0,165,,
T,2015-05-24 04:54:27,56.639496000,23.728975000,16.0,165,,
T,2015-05-24 04:54:28,56.639447000,23.728973000,16.0,165,,
T,2015-05-24 04:54:29,56.639398000,23.728970000,16.2,165,,
T,2015-05-24 04:54:30,56.639350000,23.728970000,17.0,165,,
T,2015-05-24 04:54:31,56.639302000,23.728967000,17.0,165,,
T,2015-05-24 04:54:32,56.639254000,23.728961000,17.0,165,,
T,2015-05-24 04:54:33,56.639207000,23.728956000,17.0,165,,
T,2015-05-24 04:54:34,56.639159000,23.728953000,17.0,165,,
T,2015-05-24 04:54:35,56.639109000,23.728950000,17.0,165,,
T,2015-05-24 04:54:36,56.639059000,23.728946000,17.0,165,,
T,2015-05-24 04:54:37,56.639008000,23.728940000,17.0,165,,
T,2015-05-24 04:54:38,56.638957000,23.728934000,17.0,166,,
T,2015-05-24 04:54:39,56.638906000,23.728929000,17.2,168,,
T,2015-05-24 04:54:40,56.638855000,23.728924000,18.0,168,,
T,2015-05-24 04:54:41,56.638803000,23.728919000,18.0,168,,
T,2015-05-24 04:54:42,56.638751000,23.728914000,18.0,168,,
T,2015-05-24 04:54:43,56.638697000,23.728908000,18.0,168,,
T,2015-05-24 04:54:44,56.638642000,23.728903000,18.0,168,,
T,2015-05-24 04:54:45,56.638585000,23.728898000,18.0,168,,
T,2015-05-24 04:54:46,56.638527000,23.728891000,18.0,166,,
T,2015-05-24 04:54:47,56.638469000,23.728885000,18.0,166,,
T,2015-05-24 04:54:48,56.638411000,23.728879000,18.0,166,,
T,2015-05-24 04:54:49,56.638352000,23.728873000,17.5,167,,
T,2015-05-24 04:54:50,56.638296000,23.728865000,16.0,167,,
T,2015-05-24 04:54:51,56.638239000,23.728857000,16.0,168,,
T,2015-05-24 04:54:52,56.638179000,23.728850000,16.0,168,,
T,2015-05-24 04:54:53,56.638119000,23.728844000,16.0,168,,
T,2015-05-24 04:54:54,56.638058000,23.728835000,16.0,168,,
T,2015-05-24 04:54:55,56.637996000,23.728823000,16.0,168,,
T,2015-05-24 04:54:56,56.637933000,23.728810000,16.0,168,,
T,2015-05-24 04:54:57,56.637868000,23.728796000,16.0,167,,
T,2015-05-24 04:54:58,56.637802000,23.728781000,16.0,166,,
T,2015-05-24 04:54:59,56.637735000,23.728765000,16.2,165,,
T,2015-05-24 04:55:00,56.637666000,23.728748000,17.0,167,,
T,2015-05-24 04:55:01,56.637596000,23.728731000,17.0,167,,
T,2015-05-24 04:55:02,56.637524000,23.728710000,17.0,167,,
T,2015-05-24 04:55:03,56.637449000,23.728688000,17.0,167,,
T,2015-05-24 04:55:04,56.637373000,23.728664000,17.0,167,,
T,2015-05-24 04:55:05,56.637294000,23.728639000,17.0,167,,
T,2015-05-24 04:55:06,56.637215000,23.728613000,17.0,167,,
T,2015-05-24 04:55:07,56.637133000,23.728586000,17.0,168,,
T,2015-05-24 04:55:08,56.637050000,23.728559000,17.0,167,,
T,2015-05-24 04:55:09,56.636966000,23.728532000,16.5,167,,
T,2015-05-24 04:55:10,56.636880000,23.728504000,15.0,168,,
T,2015-05-24 04:55:11,56.636794000,23.728476000,15.0,169,,
T,2015-05-24 04:55:12,56.636707000,23.728448000,15.0,170,,
T,2015-05-24 04:55:13,56.636619000,23.728420000,15.0,169,,
T,2015-05-24 04:55:14,56.636531000,23.728391000,15.0,170,,
T,2015-05-24 04:55:15,56.636441000,23.728362000,15.0,171,,
T,2015-05-24 04:55:16,56.636351000,23.728333000,15.0,174,,
T,2015-05-24 04:55:17,56.636260000,23.728305000,15.0,176,,
T,2015-05-24 04:55:18,56.636168000,23.728274000,15.0,175,,
T,2015-05-24 04:55:19,56.636077000,23.728243000,14.0,174,,
T,2015-05-24 04:55:20,56.635987000,23.728211000,11.0,174,,
T,2015-05-24 04:55:21,56.635899000,23.728183000,11.0,174,,
T,2015-05-24 04:55:22,56.635815000,23.728157000,11.0,174,,
T,2015-05-24 04:55:23,56.635732000,23.728129000,11.0,174,,
T,2015-05-24 04:55:24,56.635650000,23.728101000,10.5,174,,
T,2015-05-24 04:55:25,56.635569000,23.728073000,9.0,172,,
T,2015-05-24 04:55:26,56.635489000,23.728046000,9.0,170,,
T,2015-05-24 04:55:27,56.635410000,23.728020000,9.0,169,,
T,2015-05-24 04:55:28,56.635331000,23.727995000,9.0,169,,
T,2015-05-24 04:55:29,56.635253000,23.727971000,9.0,169,,
T,2015-05-24 04:55:30,56.635177000,23.727946000,9.0,169,,
T,2015-05-24 04:55:31,56.635102000,23.727919000,9.0,168,,
T,2015-05-24 04:55:32,56.635028000,23.727893000,9.0,168,,
T,2015-05-24 04:55:33,56.634955000,23.727869000,9.0,169,,
T,2015-05-24 04:55:34,56.634883000,23.727846000,9.0,169,,
T,2015-05-24 04:55:35,56.634814000,23.727822000,9.0,168,,
T,2015-05-24 04:55:36,56.634746000,23.727800000,9.0,167,,
T,2015-05-24 04:55:37,56.634676000,23.727777000,9.0,166,,
T,2015-05-24 04:55:38,56.634607000,23.727755000,9.0,166,,
T,2015-05-24 04:55:39,56.634538000,23.727735000,9.0,167,,
T,2015-05-24 04:55:40,56.634470000,23.727713000,9.0,166,,
T,2015-05-24 04:55:41,56.634402000,23.727691000,9.0,166,,
T,2015-05-24 04:55:42,56.634334000,23.727668000,9.0,166,,
T,2015-05-24 04:55:43,56.634268000,23.727646000,9.0,166,,
T,2015-05-24 04:55:44,56.634203000,23.727624000,9.0,166,,
T,2015-05-24 04:55:45,56.634137000,23.727603000,9.0,165,,
T,2015-05-24 04:55:46,56.634073000,23.727583000,9.0,165,,
T,2015-05-24 04:55:47,56.634008000,23.727562000,9.0,165,,
T,2015-05-24 04:55:48,56.633944000,23.727542000,9.0,165,,
T,2015-05-24 04:55:49,56.633881000,23.727522000,9.0,165,,
T,2015-05-24 04:55:50,56.633817000,23.727502000,9.0,165,,
T,2015-05-24 04:55:51,56.633753000,23.727480000,9.0,166,,
T,2015-05-24 04:55:52,56.633689000,23.727460000,9.0,167,,
T,2015-05-24 04:55:53,56.633625000,23.727439000,9.0,166,,
T,2015-05-24 04:55:54,56.633560000,23.727417000,9.0,164,,
T,2015-05-24 04:55:55,56.633493000,23.727395000,9.0,164,,
T,2015-05-24 04:55:56,56.633427000,23.727373000,9.0,164,,
T,2015-05-24 04:55:57,56.633361000,23.727353000,9.0,164,,
T,2015-05-24 04:55:58,56.633295000,23.727332000,9.0,164,,
T,2015-05-24 04:55:59,56.633229000,23.727310000,8.8,163,,
T,2015-05-24 04:56:00,56.633164000,23.727289000,8.0,163,,
T,2015-05-24 04:56:01,56.633099000,23.727268000,8.0,163,,
T,2015-05-24 04:56:02,56.633035000,23.727247000,8.0,163,,
T,2015-05-24 04:56:03,56.632972000,23.727227000,8.0,163,,
T,2015-05-24 04:56:04,56.632908000,23.727207000,8.0,163,,
T,2015-05-24 04:56:05,56.632844000,23.727186000,8.0,163,,
T,2015-05-24 04:56:06,56.632781000,23.727165000,8.0,163,,
T,2015-05-24 04:56:07,56.632718000,23.727145000,8.0,164,,
T,2015-05-24 04:56:08,56.632656000,23.727124000,8.0,163,,
T,2015-05-24 04:56:09,56.632593000,23.727105000,8.0,164,,
T,2015-05-24 04:56:10,56.632531000,23.727086000,8.0,164,,
T,2015-05-24 04:56:11,56.632468000,23.727065000,8.0,165,,
T,2015-05-24 04:56:12,56.632405000,23.727045000,8.0,165,,
T,2015-05-24 04:56:13,56.632344000,23.727025000,8.0,165,,
T,2015-05-24 04:56:14,56.632282000,23.727006000,8.0,165,,
T,2015-05-24 04:56:15,56.632220000,23.726987000,8.0,166,,
T,2015-05-24 04:56:16,56.632159000,23.726969000,8.0,166,,
T,2015-05-24 04:56:17,56.632098000,23.726950000,8.0,166,,
T,2015-05-24 04:56:18,56.632037000,23.726931000,8.0,167,,
T,2015-05-24 04:56:19,56.631976000,23.726913000,8.0,167,,
T,2015-05-24 04:56:20,56.631916000,23.726894000,8.2,167,,
T,2015-05-24 04:56:21,56.631855000,23.726875000,9.0,168,,
T,2015-05-24 04:56:22,56.631795000,23.726854000,9.0,168,,
T,2015-05-24 04:56:23,56.631735000,23.726833000,9.0,169,,
T,2015-05-24 04:56:24,56.631675000,23.726813000,9.0,169,,
T,2015-05-24 04:56:25,56.631616000,23.726792000,9.0,168,,
T,2015-05-24 04:56:26,56.631556000,23.726773000,9.0,169,,
T,2015-05-24 04:56:27,56.631497000,23.726755000,9.0,169,,
T,2015-05-24 04:56:28,56.631440000,23.726737000,9.0,169,,
T,2015-05-24 04:56:29,56.631384000,23.726719000,9.0,169,,
T,2015-05-24 04:56:30,56.631330000,23.726703000,9.0,168,,
T,2015-05-24 04:56:31,56.631277000,23.726687000,9.0,168,,
T,2015-05-24 04:56:32,56.631226000,23.726672000,9.0,168,,
T,2015-05-24 04:56:33,56.631178000,23.726658000,9.0,167,,
T,2015-05-24 04:56:34,56.631131000,23.726643000,9.0,166,,
T,2015-05-24 04:56:35,56.631086000,23.726629000,9.0,165,,
T,2015-05-24 04:56:36,56.631040000,23.726618000,9.0,164,,
T,2015-05-24 04:56:37,56.630995000,23.726614000,9.0,164,,
T,2015-05-24 04:56:38,56.630946000,23.726608000,9.0,163,,
T,2015-05-24 04:56:39,56.630895000,23.726601000,9.0,163,,
T,2015-05-24 04:56:40,56.630845000,23.726598000,9.0,164,,
T,2015-05-24 04:56:41,56.630796000,23.726592000,9.0,164,,
T,2015-05-24 04:56:42,56.630751000,23.726581000,9.0,164,,
T,2015-05-24 04:56:43,56.630710000,23.726568000,9.0,164,,
T,2015-05-24 04:56:45,56.630631000,23.726542000,9.0,162,,
T,2015-05-24 04:56:47,56.630549000,23.726518000,9.0,163,,
T,2015-05-24 04:56:48,56.630514000,23.726507000,9.0,163,,
T,2015-05-24 04:56:49,56.630476000,23.726494000,9.0,162,,
T,2015-05-24 04:56:50,56.630433000,23.726484000,9.0,162,,
T,2015-05-24 04:56:51,56.630388000,23.726470000,9.0,164,,
T,2015-05-24 04:56:52,56.630335000,23.726451000,9.0,164,,
T,2015-05-24 04:56:53,56.630282000,23.726431000,9.0,166,,
T,2015-05-24 04:56:54,56.630229000,23.726418000,9.0,166,,
T,2015-05-24 04:56:55,56.630179000,23.726421000,9.0,166,,
T,2015-05-24 04:56:56,56.630135000,23.726450000,9.0,166,,
T,2015-05-24 04:56:57,56.630100000,23.726505000,9.0,167,,
T,2015-05-24 04:56:58,56.630079000,23.726581000,9.0,167,,
T,2015-05-24 04:56:59,56.630071000,23.726672000,9.0,165,,
T,2015-05-24 04:57:00,56.630073000,23.726772000,9.0,164,,
T,2015-05-24 04:57:01,56.630077000,23.726877000,9.0,163,,
T,2015-05-24 04:57:02,56.630079000,23.726984000,9.0,164,,
T,2015-05-24 04:57:03,56.630082000,23.727091000,9.0,164,,
T,2015-05-24 04:57:04,56.630084000,23.727200000,9.0,165,,
T,2015-05-24 04:57:05,56.630084000,23.727309000,9.0,167,,
T,2015-05-24 04:57:06,56.630085000,23.727419000,9.0,167,,
T,2015-05-24 04:57:07,56.630085000,23.727529000,9.0,167,,
T,2015-05-24 04:57:08,56.630086000,23.727639000,9.0,167,,
T,2015-05-24 04:57:09,56.630087000,23.727749000,9.0,167,,
T,2015-05-24 04:57:10,56.630088000,23.727858000,9.0,165,,
T,2015-05-24 04:57:11,56.630090000,23.727968000,9.0,165,,
T,2015-05-24 04:57:12,56.630091000,23.728078000,9.0,164,,
T,2015-05-24 04:57:13,56.630092000,23.728186000,9.0,164,,
T,2015-05-24 04:57:14,56.630092000,23.728292000,9.0,163,,
T,2015-05-24 04:57:15,56.630092000,23.728395000,9.0,162,,
T,2015-05-24 04:57:16,56.630090000,23.728496000,9.0,161,,
T,2015-05-24 04:57:17,56.630090000,23.728598000,9.0,160,,
T,2015-05-24 04:57:18,56.630089000,23.728704000,9.0,160,,
T,2015-05-24 04:57:19,56.630088000,23.728814000,9.0,160,,
T,2015-05-24 04:57:20,56.630087000,23.728926000,9.0,160,,
T,2015-05-24 04:57:21,56.630086000,23.729039000,9.0,160,,
T,2015-05-24 04:57:22,56.630086000,23.729153000,9.0,161,,
T,2015-05-24 04:57:23,56.630086000,23.729269000,9.0,161,,
T,2015-05-24 04:57:24,56.630084000,23.729386000,9.0,161,,
T,2015-05-24 04:57:25,56.630082000,23.729504000,9.0,161,,
T,2015-05-24 04:57:26,56.630081000,23.729622000,9.0,161,,
T,2015-05-24 04:57:27,56.630081000,23.729740000,9.0,161,,
T,2015-05-24 04:57:28,56.630082000,23.729859000,9.0,161,,
T,2015-05-24 04:57:29,56.630082000,23.729976000,9.0,161,,
T,2015-05-24 04:57:30,56.630082000,23.730091000,9.0,161,,
T,2015-05-24 04:57:31,56.630081000,23.730203000,9.0,160,,
T,2015-05-24 04:57:32,56.630080000,23.730314000,9.0,159,,
T,2015-05-24 04:57:33,56.630080000,23.730428000,9.0,158,,
T,2015-05-24 04:57:34,56.630081000,23.730544000,9.0,158,,
T,2015-05-24 04:57:35,56.630082000,23.730661000,9.0,157,,
T,2015-05-24 04:57:36,56.630081000,23.730777000,9.0,157,,
T,2015-05-24 04:57:37,56.630081000,23.730891000,9.0,156,,
T,2015-05-24 04:57:38,56.630081000,23.731004000,9.0,155,,
T,2015-05-24 04:57:39,56.630082000,23.731120000,9.0,155,,
T,2015-05-24 04:57:40,56.630082000,23.731237000,8.8,155,,
T,2015-05-24 04:57:41,56.630083000,23.731356000,8.0,156,,
T,2015-05-24 04:57:42,56.630083000,23.731475000,8.0,156,,
T,2015-05-24 04:57:43,56.630081000,23.731594000,8.0,156,,
T,2015-05-24 04:57:44,56.630079000,23.731713000,8.0,156,,
T,2015-05-24 04:57:46,56.630078000,23.731956000,8.0,156,,
T,2015-05-24 04:57:47,56.630081000,23.732077000,8.0,156,,
T,2015-05-24 04:57:48,56.630083000,23.732195000,8.0,156,,
T,2015-05-24 04:57:49,56.630085000,23.732313000,8.0,156,,
T,2015-05-24 04:57:50,56.630088000,23.732431000,8.0,156,,
T,2015-05-24 04:57:51,56.630088000,23.732547000,8.0,155,,
T,2015-05-24 04:57:52,56.630090000,23.732663000,8.0,155,,
T,2015-05-24 04:57:53,56.630092000,23.732778000,8.0,154,,
T,2015-05-24 04:57:55,56.630093000,23.733005000,8.0,154,,
T,2015-05-24 04:57:56,56.630092000,23.733117000,8.0,154,,
T,2015-05-24 04:57:57,56.630092000,23.733229000,8.0,154,,
T,2015-05-24 04:57:58,56.630092000,23.733340000,8.0,155,,
T,2015-05-24 04:57:59,56.630093000,23.733451000,8.0,155,,
T,2015-05-24 04:58:00,56.630094000,23.733561000,8.2,155,,
T,2015-05-24 04:58:01,56.630094000,23.733672000,9.0,155,,
T,2015-05-24 04:58:02,56.630094000,23.733783000,9.0,155,,
T,2015-05-24 04:58:03,56.630095000,23.733896000,9.0,157,,
T,2015-05-24 04:58:04,56.630094000,23.734009000,9.0,159,,
T,2015-05-24 04:58:05,56.630095000,23.734122000,9.0,160,,
T,2015-05-24 04:58:06,56.630096000,23.734235000,9.0,161,,
T,2015-05-24 04:58:07,56.630101000,23.734349000,9.0,163,,
T,2015-05-24 04:58:08,56.630106000,23.734464000,9.0,165,,
T,2015-05-24 04:58:09,56.630109000,23.734581000,9.0,165,,
T,2015-05-24 04:58:10,56.630110000,23.734698000,9.0,166,,
T,2015-05-24 04:58:11,56.630112000,23.734814000,9.0,167,,
T,2015-05-24 04:58:12,56.630116000,23.734933000,9.0,168,,
T,2015-05-24 04:58:13,56.630121000,23.735051000,9.0,168,,
T,2015-05-24 04:58:14,56.630126000,23.735170000,9.0,168,,
T,2015-05-24 04:58:15,56.630131000,23.735288000,9.0,168,,
T,2015-05-24 04:58:16,56.630134000,23.735402000,9.0,168,,
